"Date","State","Ethnicity","Cases","Deaths","Hospitalizations","Tests"
"2020-06-28","CO","NonHispanic",14527,1254,NA,NA
"2020-06-28","CO","Unknown",5556,63,NA,NA
"2020-06-28","CT","Hispanic",8701,373,NA,NA
"2020-06-28","CT","NonHispanic",16121,3151,NA,NA
"2020-06-28","CT","Unknown",14333,62,NA,NA
"2020-06-28","DC","Hispanic",2953,73,NA,NA
"2020-06-28","DC","NonHispanic",6140,477,NA,NA
"2020-06-28","DC","Unknown",1155,0,NA,NA
"2020-06-28","DE","Hispanic",3177,31,NA,9674
"2020-06-28","DE","NonHispanic",7038,455,NA,75807
"2020-06-28","DE","Unknown",1011,21,NA,20865
"2020-06-28","FL","Hispanic",42643,854,5029,NA
"2020-06-28","FL","NonHispanic",51226,2343,8560,NA
"2020-06-28","FL","Unknown",47206,222,655,NA
"2020-06-28","GA","Hispanic",12565,135,NA,NA
"2020-06-28","GA","NonHispanic",38050,2613,NA,NA
"2020-06-28","GA","Unknown",26595,30,NA,NA
"2020-06-28","GU","Hispanic",NA,NA,NA,NA
"2020-06-28","GU","NonHispanic",NA,NA,NA,NA
"2020-06-28","GU","Unknown",NA,5,NA,NA
"2020-06-28","HI","Hispanic",NA,NA,NA,NA
"2020-06-28","HI","NonHispanic",NA,NA,NA,NA
"2020-06-28","HI","Unknown",NA,NA,NA,NA
"2020-06-28","IA","Hispanic",7122,49,NA,NA
"2020-06-28","IA","NonHispanic",16809,576,NA,NA
"2020-06-28","IA","Unknown",4273,79,NA,NA
"2020-06-28","ID","Hispanic",1186,6,NA,NA
"2020-06-28","ID","NonHispanic",2128,84,NA,NA
"2020-06-28","ID","Unknown",2004,1,NA,NA
"2020-06-28","IL","Hispanic",46213,1417,NA,126734
"2020-06-28","IL","NonHispanic",63339,5373,NA,577516
"2020-06-28","IL","Unknown",32171,98,NA,797130
"2020-06-28","IN","Hispanic",5181,46,NA,15497
"2020-06-28","IN","NonHispanic",14971,1297,NA,175588
"2020-06-28","IN","Unknown",24778,1084,NA,279450
"2020-06-28","KS","Hispanic",5784,32,341,16550
"2020-06-28","KS","NonHispanic",5510,223,716,79199
"2020-06-28","KS","Unknown",2244,9,71,77056
"2020-06-28","KY","Hispanic",1808,20,NA,NA
"2020-06-28","KY","NonHispanic",8680,479,NA,NA
"2020-06-28","KY","Unknown",4744,59,NA,NA
"2020-06-28","LA","Hispanic",NA,64,NA,NA
"2020-06-28","LA","NonHispanic",NA,2752,NA,NA
"2020-06-28","LA","Unknown",56236,383,NA,NA
"2020-06-28","MA","Hispanic",20972,564,1528,NA
"2020-06-28","MA","NonHispanic",50638,7405,8068,NA
"2020-06-28","MA","Unknown",37164,96,1720,NA
"2020-06-28","MD","Hispanic",18058,344,NA,NA
"2020-06-28","MD","NonHispanic",36820,2795,NA,NA
"2020-06-28","MD","Unknown",11899,29,NA,NA
"2020-06-28","ME","Hispanic",108,NA,4,NA
"2020-06-28","ME","NonHispanic",2478,87,289,NA
"2020-06-28","ME","Unknown",605,17,53,NA
"2020-06-28","MI","Hispanic",5595,123,NA,NA
"2020-06-28","MI","NonHispanic",45464,5110,NA,NA
"2020-06-28","MI","Unknown",18885,923,NA,NA
"2020-06-28","MN","Hispanic",8006,45,593,NA
"2020-06-28","MN","NonHispanic",21102,1160,2790,NA
"2020-06-28","MN","Unknown",6441,220,627,NA
"2020-06-28","MO","Hispanic",2209,25,NA,NA
"2020-06-28","MO","NonHispanic",13122,864,NA,NA
"2020-06-28","MO","Unknown",5242,106,NA,NA
"2020-06-28","MP","Hispanic",NA,NA,NA,NA
"2020-06-28","MP","NonHispanic",NA,NA,NA,NA
"2020-06-28","MP","Unknown",NA,NA,NA,NA
"2020-06-28","MS","Hispanic",1375,16,NA,NA
"2020-06-28","MS","NonHispanic",18839,956,NA,NA
"2020-06-28","MS","Unknown",5678,67,NA,NA
"2020-06-28","MT","Hispanic",62,NA,NA,NA
"2020-06-28","MT","NonHispanic",698,NA,NA,NA
"2020-06-28","MT","Unknown",103,NA,NA,NA
"2020-06-28","NC","Hispanic",18971,113,NA,NA
"2020-06-28","NC","NonHispanic",22346,1129,NA,NA
"2020-06-28","NC","Unknown",20825,80,NA,NA
"2020-06-28","ND","Hispanic",NA,NA,NA,NA
"2020-06-28","ND","NonHispanic",NA,NA,NA,NA
"2020-06-28","ND","Unknown",NA,NA,NA,NA
"2020-06-28","NE","Hispanic",6057,30,344,NA
"2020-06-28","NE","NonHispanic",3785,91,370,NA
"2020-06-28","NE","Unknown",9057,146,602,NA
"2020-06-28","NH","Hispanic",499,10,55,NA
"2020-06-28","NH","NonHispanic",4212,294,466,NA
"2020-06-28","NH","Unknown",1036,63,44,NA
"2020-06-28","NJ","Hispanic",30741,2613,5041,NA
"2020-06-28","NJ","NonHispanic",70172,10248,13240,NA
"2020-06-28","NJ","Unknown",70269,260,1560,NA
"2020-06-28","NM","Hispanic",3399,59,NA,NA
"2020-06-28","NM","NonHispanic",7669,339,NA,NA
"2020-06-28","NM","Unknown",741,94,NA,NA
"2020-06-28","NV","Hispanic",4387,78,NA,4387
"2020-06-28","NV","NonHispanic",5092,359,NA,5092
"2020-06-28","NV","Unknown",6917,51,NA,255695
"2020-06-28","NY","Hispanic",NA,6378,NA,NA
"2020-06-28","NY","NonHispanic",NA,17648,NA,NA
"2020-06-28","NY","Unknown",NA,2971,NA,NA
"2020-06-28","OH","Hispanic",3991,59,518,NA
"2020-06-28","OH","NonHispanic",35187,2714,6528,NA
"2020-06-28","OH","Unknown",11131,34,635,NA
"2020-06-28","OK","Hispanic",2563,13,NA,NA
"2020-06-28","OK","NonHispanic",8219,334,NA,NA
"2020-06-28","OK","Unknown",2162,38,NA,NA
"2020-06-28","OR","Hispanic",2680,23,254,NA
"2020-06-28","OR","NonHispanic",3933,157,701,NA
"2020-06-28","OR","Unknown",1728,22,67,NA
"2020-06-28","PA","Hispanic",6900,372,NA,NA
"2020-06-28","PA","NonHispanic",17300,6027,NA,NA
"2020-06-28","PA","Unknown",60200,180,NA,NA
"2020-06-28","PR","Hispanic",NA,NA,NA,NA
"2020-06-28","PR","NonHispanic",NA,NA,NA,NA
"2020-06-28","PR","Unknown",NA,NA,NA,NA
"2020-06-28","RI","Hispanic",5710,78,520,5710
"2020-06-28","RI","NonHispanic",6758,666,1036,6758
"2020-06-28","RI","Unknown",4193,183,428,4193
"2020-06-28","SC","Hispanic",3771,26,NA,NA
"2020-06-28","SC","NonHispanic",16163,557,NA,NA
"2020-06-28","SC","Unknown",13385,132,NA,NA
"2020-06-28","SD","Hispanic",1077,NA,NA,NA
"2020-06-28","SD","NonHispanic",5604,NA,NA,NA
"2020-06-28","SD","Unknown",0,NA,NA,NA
"2020-06-28","TN","Hispanic",10928,51,NA,NA
"2020-06-28","TN","NonHispanic",20187,527,NA,NA
"2020-06-28","TN","Unknown",9057,6,NA,NA
"2020-06-28","TX","Hispanic",7750,171,NA,NA
"2020-06-28","TX","NonHispanic",8860,372,NA,NA
"2020-06-28","TX","Unknown",132113,1850,NA,NA
"2020-06-28","UT","Hispanic",9115,38,546,9115
"2020-06-28","UT","NonHispanic",9506,122,808,9506
"2020-06-28","UT","Unknown",2479,7,42,2479
"2020-06-28","VA","Hispanic",21163,189,2092,NA
"2020-06-28","VA","NonHispanic",25701,1442,3833,NA
"2020-06-28","VA","Unknown",14872,101,211,NA
"2020-06-28","VI","Hispanic",NA,NA,NA,NA
"2020-06-28","VI","NonHispanic",NA,NA,NA,NA
"2020-06-28","VI","Unknown",NA,NA,NA,NA
"2020-06-28","VT","Hispanic",41,0,NA,NA
"2020-06-28","VT","NonHispanic",1156,56,NA,NA
"2020-06-28","VT","Unknown",5,0,NA,NA
"2020-06-28","WA","Hispanic",10297,154,893,NA
"2020-06-28","WA","NonHispanic",12891,1097,2233,NA
"2020-06-28","WA","Unknown",8564,59,1149,NA
"2020-06-28","WI","Hispanic",8679,90,NA,NA
"2020-06-28","WI","NonHispanic",15881,672,NA,NA
"2020-06-28","WI","Unknown",3183,15,NA,NA
"2020-06-28","WV","Hispanic",NA,NA,NA,NA
"2020-06-28","WV","NonHispanic",NA,NA,NA,NA
"2020-06-28","WV","Unknown",NA,NA,NA,NA
"2020-06-28","WY","Hispanic",152,1,NA,NA
"2020-06-28","WY","NonHispanic",965,19,NA,NA
"2020-06-28","WY","Unknown",65,2,NA,NA
"2020-06-24","AK","Hispanic",54,0,5,NA
"2020-06-24","AK","NonHispanic",614,12,56,NA
"2020-06-24","AK","Unknown",124,0,3,NA
"2020-06-24","AL","Hispanic",3317,25,NA,NA
"2020-06-24","AL","NonHispanic",20429,764,NA,NA
"2020-06-24","AL","Unknown",8317,102,NA,NA
"2020-06-24","AR","Hispanic",4043,19,NA,NA
"2020-06-24","AR","NonHispanic",13332,210,NA,NA
"2020-06-24","AR","Unknown",1608,11,NA,NA
"2020-06-24","AS","Hispanic",NA,NA,NA,NA
"2020-06-24","AS","NonHispanic",NA,NA,NA,NA
"2020-06-24","AS","Unknown",NA,NA,NA,NA
"2020-06-24","AZ","Hispanic",15404,305,1470,NA
"2020-06-24","AZ","NonHispanic",18615,1013,2603,NA
"2020-06-24","AZ","Unknown",25955,145,240,NA
"2020-06-24","CA","Hispanic",73357,2225,NA,NA
"2020-06-24","CA","NonHispanic",57553,3206,NA,NA
"2020-06-24","CA","Unknown",59312,201,NA,NA
"2020-06-24","CO","Hispanic",11923,353,NA,NA
"2020-06-24","CO","NonHispanic",14156,1250,NA,NA
"2020-06-24","CO","Unknown",5065,64,NA,NA
"2020-06-24","CT","Hispanic",8593,368,NA,NA
"2020-06-24","CT","NonHispanic",15952,3130,NA,NA
"2020-06-24","CT","Unknown",14284,62,NA,NA
"2020-06-24","DC","Hispanic",2923,69,NA,NA
"2020-06-24","DC","NonHispanic",6074,467,NA,NA
"2020-06-24","DC","Unknown",1131,5,NA,NA
"2020-06-24","DE","Hispanic",3120,31,NA,9165
"2020-06-24","DE","NonHispanic",6798,453,NA,68973
"2020-06-24","DE","Unknown",971,21,NA,20063
"2020-06-24","FL","Hispanic",36623,817,4771,NA
"2020-06-24","FL","NonHispanic",43464,2257,8189,NA
"2020-06-24","FL","Unknown",28927,207,614,NA
"2020-06-24","GA","Hispanic",11458,130,NA,NA
"2020-06-24","GA","NonHispanic",35056,2538,NA,NA
"2020-06-24","GA","Unknown",22867,30,NA,NA
"2020-06-24","GU","Hispanic",NA,NA,NA,NA
"2020-06-24","GU","NonHispanic",NA,NA,NA,NA
"2020-06-24","GU","Unknown",NA,5,NA,NA
"2020-06-24","HI","Hispanic",NA,NA,NA,NA
"2020-06-24","HI","NonHispanic",NA,NA,NA,NA
"2020-06-24","HI","Unknown",NA,NA,NA,NA
"2020-06-24","IA","Hispanic",6953,46,NA,NA
"2020-06-24","IA","NonHispanic",15779,568,NA,NA
"2020-06-24","IA","Unknown",4011,76,NA,NA
"2020-06-24","ID","Hispanic",1079,6,NA,NA
"2020-06-24","ID","NonHispanic",1939,83,NA,NA
"2020-06-24","ID","Unknown",1626,1,NA,NA
"2020-06-24","IL","Hispanic",45294,1383,NA,118188
"2020-06-24","IL","NonHispanic",61576,5283,NA,525201
"2020-06-24","IL","Unknown",31670,104,NA,744808
"2020-06-24","IN","Hispanic",5022,46,NA,14501
"2020-06-24","IN","NonHispanic",14394,1281,NA,162226
"2020-06-24","IN","Unknown",23724,1059,NA,255156
"2020-06-24","KS","Hispanic",5575,32,316,15944
"2020-06-24","KS","NonHispanic",5244,219,695,76012
"2020-06-24","KS","Unknown",2151,10,71,74543
"2020-06-24","KY","Hispanic",1672,19,NA,NA
"2020-06-24","KY","NonHispanic",8146,462,NA,NA
"2020-06-24","KY","Unknown",4545,57,NA,NA
"2020-06-24","LA","Hispanic",NA,64,NA,NA
"2020-06-24","LA","NonHispanic",NA,2752,NA,NA
"2020-06-24","LA","Unknown",52477,336,NA,NA
"2020-06-24","MA","Hispanic",20768,547,1503,NA
"2020-06-24","MA","NonHispanic",50037,7269,7964,NA
"2020-06-24","MA","Unknown",36910,111,1738,NA
"2020-06-24","MD","Hispanic",17738,332,NA,NA
"2020-06-24","MD","NonHispanic",36356,2748,NA,NA
"2020-06-24","MD","Unknown",11425,28,NA,NA
"2020-06-24","ME","Hispanic",94,NA,2,NA
"2020-06-24","ME","NonHispanic",2369,83,261,NA
"2020-06-24","ME","Unknown",554,20,76,NA
"2020-06-24","MI","Hispanic",5484,122,NA,NA
"2020-06-24","MI","NonHispanic",44560,5074,NA,NA
"2020-06-24","MI","Unknown",18509,917,NA,NA
"2020-06-24","MN","Hispanic",7685,44,557,NA
"2020-06-24","MN","NonHispanic",19891,1115,2609,NA
"2020-06-24","MN","Unknown",6187,238,631,NA
"2020-06-24","MO","Hispanic",1969,24,NA,NA
"2020-06-24","MO","NonHispanic",12192,845,NA,NA
"2020-06-24","MO","Unknown",4705,105,NA,NA
"2020-06-24","MP","Hispanic",NA,NA,NA,NA
"2020-06-24","MP","NonHispanic",NA,NA,NA,NA
"2020-06-24","MP","Unknown",NA,NA,NA,NA
"2020-06-24","MS","Hispanic",1271,16,NA,NA
"2020-06-24","MS","NonHispanic",17389,934,NA,NA
"2020-06-24","MS","Unknown",4764,61,NA,NA
"2020-06-24","MT","Hispanic",57,NA,NA,NA
"2020-06-24","MT","NonHispanic",643,NA,NA,NA
"2020-06-24","MT","Unknown",113,NA,NA,NA
"2020-06-24","NC","Hispanic",17079,101,NA,NA
"2020-06-24","NC","NonHispanic",20339,1094,NA,NA
"2020-06-24","NC","Unknown",18756,76,NA,NA
"2020-06-24","ND","Hispanic",NA,NA,NA,NA
"2020-06-24","ND","NonHispanic",NA,NA,NA,NA
"2020-06-24","ND","Unknown",NA,NA,NA,NA
"2020-06-24","NE","Hispanic",6057,30,344,NA
"2020-06-24","NE","NonHispanic",3785,91,370,NA
"2020-06-24","NE","Unknown",8379,136,554,NA
"2020-06-24","NH","Hispanic",484,10,55,NA
"2020-06-24","NH","NonHispanic",4118,277,458,NA
"2020-06-24","NH","Unknown",996,60,45,NA
"2020-06-24","NJ","Hispanic",30318,2593,4974,NA
"2020-06-24","NJ","NonHispanic",69216,10141,13061,NA
"2020-06-24","NJ","Unknown",70358,261,1563,NA
"2020-06-24","NM","Hispanic",3098,59,NA,NA
"2020-06-24","NM","NonHispanic",7308,339,NA,NA
"2020-06-24","NM","Unknown",584,82,NA,NA
"2020-06-24","NV","Hispanic",3974,77,NA,3974
"2020-06-24","NV","NonHispanic",4312,357,NA,4312
"2020-06-24","NV","Unknown",5732,48,NA,243277
"2020-06-24","NY","Hispanic",NA,6333,NA,NA
"2020-06-24","NY","NonHispanic",NA,17556,NA,NA
"2020-06-24","NY","Unknown",NA,2959,NA,NA
"2020-06-24","OH","Hispanic",3810,58,508,NA
"2020-06-24","OH","NonHispanic",32987,2673,6337,NA
"2020-06-24","OH","Unknown",9962,24,602,NA
"2020-06-24","OK","Hispanic",2267,11,NA,NA
"2020-06-24","OK","NonHispanic",7287,327,NA,NA
"2020-06-24","OK","Unknown",1956,34,NA,NA
"2020-06-24","OR","Hispanic",2617,23,251,NA
"2020-06-24","OR","NonHispanic",3864,155,698,NA
"2020-06-24","OR","Unknown",963,17,57,NA
"2020-06-24","PA","Hispanic",5700,372,NA,NA
"2020-06-24","PA","NonHispanic",17000,6027,NA,NA
"2020-06-24","PA","Unknown",59500,119,NA,NA
"2020-06-24","PR","Hispanic",NA,NA,NA,NA
"2020-06-24","PR","NonHispanic",NA,NA,NA,NA
"2020-06-24","PR","Unknown",NA,NA,NA,NA
"2020-06-24","RI","Hispanic",5710,78,520,5710
"2020-06-24","RI","NonHispanic",6758,666,1036,6758
"2020-06-24","RI","Unknown",4138,168,411,4138
"2020-06-24","SC","Hispanic",3132,19,NA,NA
"2020-06-24","SC","NonHispanic",13873,548,NA,NA
"2020-06-24","SC","Unknown",10836,115,NA,NA
"2020-06-24","SD","Hispanic",1055,NA,NA,NA
"2020-06-24","SD","NonHispanic",5364,NA,NA,NA
"2020-06-24","SD","Unknown",0,NA,NA,NA
"2020-06-24","TN","Hispanic",10177,48,NA,NA
"2020-06-24","TN","NonHispanic",18929,503,NA,NA
"2020-06-24","TN","Unknown",8129,5,NA,NA
"2020-06-24","TX","Hispanic",7186,171,NA,NA
"2020-06-24","TX","NonHispanic",8577,372,NA,NA
"2020-06-24","TX","Unknown",110158,1706,NA,NA
"2020-06-24","UT","Hispanic",8087,38,486,8087
"2020-06-24","UT","NonHispanic",8460,118,732,8460
"2020-06-24","UT","Unknown",2237,7,38,2237
"2020-06-24","VA","Hispanic",20413,177,2035,NA
"2020-06-24","VA","NonHispanic",24681,1385,3704,NA
"2020-06-24","VA","Unknown",14420,99,216,NA
"2020-06-24","VI","Hispanic",NA,NA,NA,NA
"2020-06-24","VI","NonHispanic",NA,NA,NA,NA
"2020-06-24","VI","Unknown",NA,NA,NA,NA
"2020-06-24","VT","Hispanic",41,0,NA,NA
"2020-06-24","VT","NonHispanic",1139,56,NA,NA
"2020-06-24","VT","Unknown",4,0,NA,NA
"2020-06-24","WA","Hispanic",9585,149,865,NA
"2020-06-24","WA","NonHispanic",12127,1081,2165,NA
"2020-06-24","WA","Unknown",8157,63,1063,NA
"2020-06-24","WI","Hispanic",8275,84,NA,NA
"2020-06-24","WI","NonHispanic",14527,659,NA,NA
"2020-06-24","WI","Unknown",2961,14,NA,NA
"2020-06-24","WV","Hispanic",NA,NA,NA,NA
"2020-06-24","WV","NonHispanic",NA,NA,NA,NA
"2020-06-24","WV","Unknown",NA,NA,NA,NA
"2020-06-24","WY","Hispanic",135,1,NA,NA
"2020-06-24","WY","NonHispanic",883,18,NA,NA
"2020-06-24","WY","Unknown",60,1,NA,NA
"2020-06-21","AK","Hispanic",52,0,5,NA
"2020-06-21","AK","NonHispanic",578,12,54,NA
"2020-06-21","AK","Unknown",125,0,2,NA
"2020-06-21","AL","Hispanic",2712,18,NA,NA
"2020-06-21","AL","NonHispanic",17722,680,NA,NA
"2020-06-21","AL","Unknown",6876,92,NA,NA
"2020-06-21","AR","Hispanic",3634,18,NA,NA
"2020-06-21","AR","NonHispanic",11927,199,NA,NA
"2020-06-21","AR","Unknown",1452,8,NA,NA
"2020-06-21","AS","Hispanic",NA,NA,NA,NA
"2020-06-21","AS","NonHispanic",NA,NA,NA,NA
"2020-06-21","AS","Unknown",NA,NA,NA,NA
"2020-06-21","AZ","Hispanic",13882,273,1400,NA
"2020-06-21","AZ","NonHispanic",17153,945,2532,NA
"2020-06-21","AZ","Unknown",21355,121,229,NA
"2020-06-21","CA","Hispanic",69392,2170,NA,NA
"2020-06-21","CA","NonHispanic",52833,3175,NA,NA
"2020-06-21","CA","Unknown",51599,150,NA,NA
"2020-06-21","CO","Hispanic",11693,346,NA,NA
"2020-06-21","CO","NonHispanic",13795,1233,NA,NA
"2020-06-21","CO","Unknown",5051,64,NA,NA
"2020-06-21","CT","Hispanic",8528,365,NA,NA
"2020-06-21","CT","NonHispanic",15845,3110,NA,NA
"2020-06-21","CT","Unknown",14343,62,NA,NA
"2020-06-21","DC","Hispanic",2906,68,NA,NA
"2020-06-21","DC","NonHispanic",6029,465,NA,NA
"2020-06-21","DC","Unknown",1085,0,NA,NA
"2020-06-21","DE","Hispanic",3082,28,NA,8972
"2020-06-21","DE","NonHispanic",6730,386,NA,66854
"2020-06-21","DE","Unknown",963,21,NA,19148
"2020-06-21","FL","Hispanic",33441,776,4573,NA
"2020-06-21","FL","NonHispanic",39365,2188,7885,NA
"2020-06-21","FL","Unknown",24485,197,579,NA
"2020-06-21","GA","Hispanic",10340,127,NA,NA
"2020-06-21","GA","NonHispanic",32497,2493,NA,NA
"2020-06-21","GA","Unknown",21864,23,NA,NA
"2020-06-21","GU","Hispanic",NA,NA,NA,NA
"2020-06-21","GU","NonHispanic",NA,NA,NA,NA
"2020-06-21","GU","Unknown",NA,5,NA,NA
"2020-06-21","HI","Hispanic",NA,NA,NA,NA
"2020-06-21","HI","NonHispanic",NA,NA,NA,NA
"2020-06-21","HI","Unknown",NA,NA,NA,NA
"2020-06-21","IA","Hispanic",6750,46,NA,NA
"2020-06-21","IA","NonHispanic",15057,559,NA,NA
"2020-06-21","IA","Unknown",4153,81,NA,NA
"2020-06-21","ID","Hispanic",949,6,NA,NA
"2020-06-21","ID","NonHispanic",1728,83,NA,NA
"2020-06-21","ID","Unknown",1328,0,NA,NA
"2020-06-21","IL","Hispanic",44647,1353,NA,114449
"2020-06-21","IL","NonHispanic",60618,5196,NA,499708
"2020-06-21","IL","Unknown",31497,98,NA,707687
"2020-06-21","IN","Hispanic",4940,45,NA,13998
"2020-06-21","IN","NonHispanic",14164,1264,NA,152287
"2020-06-21","IN","Unknown",23319,1041,NA,245635
"2020-06-21","KS","Hispanic",5271,31,293,14904
"2020-06-21","KS","NonHispanic",4896,215,677,69760
"2020-06-21","KS","Unknown",1892,8,65,67246
"2020-06-21","KY","Hispanic",1569,20,NA,NA
"2020-06-21","KY","NonHispanic",7752,451,NA,NA
"2020-06-21","KY","Unknown",4429,55,NA,NA
"2020-06-21","LA","Hispanic",NA,61,NA,NA
"2020-06-21","LA","NonHispanic",NA,2649,NA,NA
"2020-06-21","LA","Unknown",49778,395,NA,NA
"2020-06-21","MA","Hispanic",20555,542,1485,NA
"2020-06-21","MA","NonHispanic",49461,7165,7845,NA
"2020-06-21","MA","Unknown",37150,149,1762,NA
"2020-06-21","MD","Hispanic",17514,323,NA,NA
"2020-06-21","MD","NonHispanic",35721,2713,NA,NA
"2020-06-21","MD","Unknown",11071,30,NA,NA
"2020-06-21","ME","Hispanic",89,NA,2,NA
"2020-06-21","ME","NonHispanic",2299,83,261,NA
"2020-06-21","ME","Unknown",569,19,73,NA
"2020-06-21","MI","Hispanic",5416,121,NA,NA
"2020-06-21","MI","NonHispanic",44012,5054,NA,NA
"2020-06-21","MI","Unknown",18281,913,NA,NA
"2020-06-21","MN","Hispanic",7447,43,557,NA
"2020-06-21","MN","NonHispanic",19240,1081,2609,NA
"2020-06-21","MN","Unknown",6223,256,631,NA
"2020-06-21","MO","Hispanic",1825,23,NA,NA
"2020-06-21","MO","NonHispanic",11739,828,NA,NA
"2020-06-21","MO","Unknown",4437,104,NA,NA
"2020-06-21","MP","Hispanic",NA,NA,NA,NA
"2020-06-21","MP","NonHispanic",NA,NA,NA,NA
"2020-06-21","MP","Unknown",NA,NA,NA,NA
"2020-06-21","MS","Hispanic",1134,15,NA,NA
"2020-06-21","MS","NonHispanic",15522,874,NA,NA
"2020-06-21","MS","Unknown",3985,49,NA,NA
"2020-06-21","MT","Hispanic",55,NA,NA,NA
"2020-06-21","MT","NonHispanic",596,NA,NA,NA
"2020-06-21","MT","Unknown",66,NA,NA,NA
"2020-06-21","NC","Hispanic",16016,93,NA,NA
"2020-06-21","NC","NonHispanic",19089,1056,NA,NA
"2020-06-21","NC","Unknown",17696,71,NA,NA
"2020-06-21","ND","Hispanic",NA,NA,NA,NA
"2020-06-21","ND","NonHispanic",NA,NA,NA,NA
"2020-06-21","ND","Unknown",NA,NA,NA,NA
"2020-06-21","NE","Hispanic",6057,30,344,NA
"2020-06-21","NE","NonHispanic",3785,91,370,NA
"2020-06-21","NE","Unknown",7968,123,498,NA
"2020-06-21","NH","Hispanic",476,10,52,NA
"2020-06-21","NH","NonHispanic",4089,272,456,NA
"2020-06-21","NH","Unknown",979,57,45,NA
"2020-06-21","NJ","Hispanic",29952,2561,4872,NA
"2020-06-21","NJ","NonHispanic",68384,10033,12833,NA
"2020-06-21","NJ","Unknown",70806,276,1562,NA
"2020-06-21","NM","Hispanic",2923,59,NA,NA
"2020-06-21","NM","NonHispanic",7085,339,NA,NA
"2020-06-21","NM","Unknown",557,71,NA,NA
"2020-06-21","NV","Hispanic",3666,76,NA,3666
"2020-06-21","NV","NonHispanic",4154,351,NA,4154
"2020-06-21","NV","Unknown",4983,48,NA,233148
"2020-06-21","NY","Hispanic",NA,6300,NA,NA
"2020-06-21","NY","NonHispanic",NA,17476,NA,NA
"2020-06-21","NY","Unknown",NA,2951,NA,NA
"2020-06-21","OH","Hispanic",3673,57,495,NA
"2020-06-21","OH","NonHispanic",31547,2625,6162,NA
"2020-06-21","OH","Unknown",9588,18,585,NA
"2020-06-21","OK","Hispanic",1950,12,NA,NA
"2020-06-21","OK","NonHispanic",6271,321,NA,NA
"2020-06-21","OK","Unknown",2294,36,NA,NA
"2020-06-21","OR","Hispanic",2271,20,230,NA
"2020-06-21","OR","NonHispanic",3428,151,657,NA
"2020-06-21","OR","Unknown",1238,19,59,NA
"2020-06-21","PA","Hispanic",6600,372,NA,NA
"2020-06-21","PA","NonHispanic",16500,6027,NA,NA
"2020-06-21","PA","Unknown",58600,24,NA,NA
"2020-06-21","PR","Hispanic",NA,NA,NA,NA
"2020-06-21","PR","NonHispanic",NA,NA,NA,NA
"2020-06-21","PR","Unknown",NA,NA,NA,NA
"2020-06-21","RI","Hispanic",5529,72,491,5529
"2020-06-21","RI","NonHispanic",6571,638,996,6571
"2020-06-21","RI","Unknown",4237,184,435,4237
"2020-06-21","SC","Hispanic",3030,18,NA,NA
"2020-06-21","SC","NonHispanic",12726,513,NA,NA
"2020-06-21","SC","Unknown",8904,121,NA,NA
"2020-06-21","SD","Hispanic",1030,NA,NA,NA
"2020-06-21","SD","NonHispanic",5267,NA,NA,NA
"2020-06-21","SD","Unknown",0,NA,NA,NA
"2020-06-21","TN","Hispanic",9404,41,NA,NA
"2020-06-21","TN","NonHispanic",16254,446,NA,NA
"2020-06-21","TN","Unknown",9444,39,NA,NA
"2020-06-21","TX","Hispanic",6809,171,NA,NA
"2020-06-21","TX","NonHispanic",8286,372,NA,NA
"2020-06-21","TX","Unknown",96506,1639,NA,NA
"2020-06-21","UT","Hispanic",7471,38,461,7471
"2020-06-21","UT","NonHispanic",7887,113,688,7887
"2020-06-21","UT","Unknown",2104,7,35,2104
"2020-06-21","VA","Hispanic",19799,171,1997,NA
"2020-06-21","VA","NonHispanic",24009,1339,3622,NA
"2020-06-21","VA","Unknown",14186,101,221,NA
"2020-06-21","VI","Hispanic",NA,NA,NA,NA
"2020-06-21","VI","NonHispanic",NA,NA,NA,NA
"2020-06-21","VI","Unknown",NA,NA,NA,NA
"2020-06-21","VT","Hispanic",29,0,NA,NA
"2020-06-21","VT","NonHispanic",1127,56,NA,NA
"2020-06-21","VT","Unknown",4,0,NA,NA
"2020-06-21","WA","Hispanic",8872,145,828,NA
"2020-06-21","WA","NonHispanic",11603,1061,2141,NA
"2020-06-21","WA","Unknown",8205,64,1080,NA
"2020-06-21","WI","Hispanic",8064,81,NA,NA
"2020-06-21","WI","NonHispanic",13850,648,NA,NA
"2020-06-21","WI","Unknown",2905,15,NA,NA
"2020-06-21","WV","Hispanic",NA,NA,NA,NA
"2020-06-21","WV","NonHispanic",NA,NA,NA,NA
"2020-06-21","WV","Unknown",NA,NA,NA,NA
"2020-06-21","WY","Hispanic",121,1,NA,NA
"2020-06-21","WY","NonHispanic",822,18,NA,NA
"2020-06-21","WY","Unknown",56,1,NA,NA
"2020-06-17","AK","Hispanic",49,0,5,NA
"2020-06-17","AK","NonHispanic",540,12,47,NA
"2020-06-17","AK","Unknown",107,0,3,NA
"2020-06-17","AL","Hispanic",2712,18,NA,NA
"2020-06-17","AL","NonHispanic",17722,680,NA,NA
"2020-06-17","AL","Unknown",6876,92,NA,NA
"2020-06-17","AR","Hispanic",3040,13,NA,NA
"2020-06-17","AR","NonHispanic",10566,184,NA,NA
"2020-06-17","AR","Unknown",1243,0,NA,NA
"2020-06-17","AS","Hispanic",NA,NA,NA,NA
"2020-06-17","AS","NonHispanic",NA,NA,NA,NA
"2020-06-17","AS","Unknown",NA,NA,NA,NA
